state,year,county,to_wgwto,to_wswto,to_wtotl,to_cutotpartial
CA,2005,Tuolumne County,10.29,23.55,33.84,119.75
CA,1995,Tuolumne County,3.63,34.29,37.92,119.75
CA,2015,Tuolumne County,4.39,22.38,26.77,2.36
CA,2010,Tuolumne County,3.94,31.81,35.75,119.75
CA,2000,Tuolumne County,4.55,28.21,32.76,119.75
CA,1990,Tuolumne County,99.93,226.54,326.46,119.75
CA,1985,Tuolumne County,99.93,226.54,326.46,119.75
CA,2005,Ventura County,183.94,1014.67,1198.61,119.75
CA,1995,Ventura County,186.74,611.93,798.67,119.75
CA,2015,Ventura County,141.83,171.14,312.97,70.1
CA,2010,Ventura County,247.34,472.14,719.48,119.75
CA,2000,Ventura County,191.79,918.81,1110.6,119.75
CA,1990,Ventura County,99.93,226.54,326.46,119.75
CA,1985,Ventura County,99.93,226.54,326.46,119.75
CA,2005,Yolo County,372.01,366.77,738.78,119.75
CA,1995,Yolo County,353.84,736.21,1090.05,119.75
CA,2015,Yolo County,209,393.43,602.43,432.09
CA,2010,Yolo County,401.89,378.34,780.23,119.75
CA,2000,Yolo County,326.46,701.64,1028.1,119.75
CA,1990,Yolo County,99.93,226.54,326.46,119.75
CA,1985,Yolo County,99.93,226.54,326.46,119.75
CA,2005,Yuba County,85.13,266.59,351.72,119.75
CA,1995,Yuba County,92.76,261.97,354.73,119.75
CA,2015,Yuba County,233.11,93.91,327.02,240.52
CA,2010,Yuba County,70.3,191.44,261.74,119.75
CA,2000,Yuba County,98.89,273.23,372.12,119.75
CA,1990,Yuba County,99.93,226.54,326.46,119.75
CA,1985,Yuba County,99.93,226.54,326.46,119.75
CO,2015,Adams County,17.58,152.74,170.32,12.59
CO,2010,Adams County,29.62,201.3,230.92,119.75
CO,2005,Adams County,15.38,169.89,185.27,119.75
CO,2000,Adams County,27.04,106.55,133.59,119.75
CO,1995,Adams County,54.46,77.88,132.34,119.75
CO,1990,Adams County,99.93,226.54,326.46,119.75
CO,1985,Adams County,99.93,226.54,326.46,119.75
CO,2015,Alamosa County,88.22,52.52,140.74,61.92
CO,2010,Alamosa County,118.55,33.86,152.41,119.75
CO,2005,Alamosa County,232.83,39.29,272.12,119.75
CO,2000,Alamosa County,125.27,99.56,224.83,119.75
CO,1995,Alamosa County,119.8,293.96,413.76,119.75
CO,1990,Alamosa County,99.93,226.54,326.46,119.75
CO,1985,Alamosa County,99.93,226.54,326.46,119.75
CO,2015,Arapahoe County,11.71,135.3,147.01,2.36
CO,2010,Arapahoe County,34.37,152.63,187,119.75
CO,2005,Arapahoe County,11.04,73.9,84.94,119.75
CO,2000,Arapahoe County,15.81,96.18,111.99,119.75
CO,1995,Arapahoe County,25.12,61.4,86.52,119.75
CO,1990,Arapahoe County,99.93,226.54,326.46,119.75
CO,1985,Arapahoe County,99.93,226.54,326.46,119.75
CO,2015,Archuleta County,1.34,43.45,44.79,24.22
CO,2010,Archuleta County,1.24,58.03,59.27,119.75
CO,2005,Archuleta County,1.99,69.49,71.48,119.75
CO,2000,Archuleta County,0.83,65.78,66.61,119.75
CO,1995,Archuleta County,1.05,47.18,48.23,119.75
CO,1990,Archuleta County,99.93,226.54,326.46,119.75
CO,1985,Archuleta County,99.93,226.54,326.46,119.75
CO,2015,Baca County,126.31,0.2,126.51,44.57
CO,2010,Baca County,98.41,0.1,98.51,119.75
CO,2005,Baca County,127.67,0.11,127.78,119.75
CO,2000,Baca County,111.58,0,111.58,119.75
CO,1995,Baca County,105.7,0.05,105.75,119.75
CO,1990,Baca County,99.93,226.54,326.46,119.75
CO,1985,Baca County,99.93,226.54,326.46,119.75
CO,2015,Bent County,8.49,160.75,169.24,50.64
CO,2010,Bent County,16.52,135.91,152.43,119.75
CO,2005,Bent County,8.6,202.74,211.34,119.75
CO,2000,Bent County,7.55,316.95,324.5,119.75
CO,1995,Bent County,8.46,417.58,426.04,119.75
CO,1990,Bent County,99.93,226.54,326.46,119.75
CO,1985,Bent County,99.93,226.54,326.46,119.75
CO,2015,Boulder County,0.57,165.03,165.6,31.66
CO,2010,Boulder County,0.83,230.78,231.61,119.75
CO,2005,Boulder County,0.6,203.13,203.73,119.75
CO,2000,Boulder County,5.85,176.17,182.02,119.75
CO,1995,Boulder County,14.07,159.49,173.56,119.75
CO,1990,Boulder County,99.93,226.54,326.46,119.75
CO,1985,Boulder County,99.93,226.54,326.46,119.75
CO,2015,Broomfield County,0,7.05,7.05,0.62
CO,2010,Broomfield County,0,6.4,6.4,119.75
CO,2005,Broomfield County,0.54,4.69,5.23,119.75
CO,2015,Chaffee County,2.05,138.36,140.41,12.38
CO,2010,Chaffee County,2.41,99.44,101.85,119.75
CO,2005,Chaffee County,0.97,121.94,122.91,119.75
CO,2000,Chaffee County,0.92,71.24,72.16,119.75
CO,1995,Chaffee County,2.04,54.65,56.69,119.75
CO,1990,Chaffee County,99.93,226.54,326.46,119.75
CO,1985,Chaffee County,99.93,226.54,326.46,119.75
CO,2015,Cheyenne County,30.42,0.03,30.45,16.41
CO,2010,Cheyenne County,34.58,3.3,37.88,119.75
CO,2005,Cheyenne County,38.91,0.34,39.25,119.75
CO,2000,Cheyenne County,29.4,3.18,32.58,119.75
CO,1995,Cheyenne County,22.27,4.15,26.42,119.75
CO,1990,Cheyenne County,99.93,226.54,326.46,119.75
CO,1985,Cheyenne County,99.93,226.54,326.46,119.75
CO,2015,Clear Creek County,0.9,0.72,1.62,0
CO,2010,Clear Creek County,0.49,1.33,1.82,119.75
CO,2005,Clear Creek County,1.18,0.53,1.71,119.75
CO,2000,Clear Creek County,0.59,1.22,1.81,119.75
CO,1995,Clear Creek County,0.57,6.79,7.36,119.75
CO,1990,Clear Creek County,99.93,226.54,326.46,119.75
CO,1985,Clear Creek County,99.93,226.54,326.46,119.75
CO,2015,Conejos County,60.79,250.16,310.95,100.94
CO,2010,Conejos County,67.28,315.22,382.5,119.75
CO,2005,Conejos County,20.69,338.56,359.25,119.75
CO,2000,Conejos County,34.7,219.32,254.02,119.75
CO,1995,Conejos County,28.7,702.85,731.55,119.75
CO,1990,Conejos County,99.93,226.54,326.46,119.75
CO,1985,Conejos County,99.93,226.54,326.46,119.75
CO,2015,Costilla County,35.14,58.51,93.65,22.21
CO,2010,Costilla County,34.49,105.42,139.91,119.75
CO,2005,Costilla County,43.19,129.82,173.01,119.75
CO,2000,Costilla County,50.67,49.65,100.32,119.75
CO,1995,Costilla County,21.04,175.73,196.77,119.75
CO,1990,Costilla County,99.93,226.54,326.46,119.75
CO,1985,Costilla County,99.93,226.54,326.46,119.75
CO,2015,Crowley County,5.29,8.73,14.02,4.02
CO,2010,Crowley County,5.04,8.69,13.73,119.75
CO,2005,Crowley County,4.88,29.38,34.26,119.75
CO,2000,Crowley County,0.97,96.98,97.95,119.75
CO,1995,Crowley County,4.84,59.94,64.78,119.75
CO,1990,Crowley County,99.93,226.54,326.46,119.75
CO,1985,Crowley County,99.93,226.54,326.46,119.75
CO,2015,Custer County,0.73,34.82,35.55,23.78
CO,2010,Custer County,0.55,26.69,27.24,119.75
CO,2005,Custer County,0.57,44.75,45.32,119.75
CO,2000,Custer County,0.45,48.85,49.3,119.75
CO,1995,Custer County,0.71,40.91,41.62,119.75
CO,1990,Custer County,99.93,226.54,326.46,119.75
CO,1985,Custer County,99.93,226.54,326.46,119.75
CO,2015,Delta County,3.86,356.44,360.3,87.24
CO,2010,Delta County,4.63,354.88,359.51,119.75
CO,2005,Delta County,3.43,462.61,466.04,119.75
CO,2000,Delta County,4.68,673.86,678.54,119.75
CO,1995,Delta County,6.3,698.01,704.31,119.75
CO,1990,Delta County,99.93,226.54,326.46,119.75
CO,1985,Delta County,99.93,226.54,326.46,119.75
CO,2015,Denver County,0.86,163.94,164.8,1.67
CO,2010,Denver County,1.42,149.12,150.54,119.75
CO,2005,Denver County,0.29,236.15,236.44,119.75
CO,2000,Denver County,6.91,152.26,159.17,119.75
CO,1995,Denver County,11.12,111.42,122.54,119.75
CO,1990,Denver County,99.93,226.54,326.46,119.75
CO,1985,Denver County,99.93,226.54,326.46,119.75
CO,2015,Dolores County,0.18,4.43,4.61,3.67
CO,2010,Dolores County,0.25,5.34,5.59,119.75
CO,2005,Dolores County,4.18,30.56,34.74,119.75
CO,2000,Dolores County,1.82,52.82,54.64,119.75
CO,1995,Dolores County,1.57,26.89,28.46,119.75
CO,1990,Dolores County,99.93,226.54,326.46,119.75
CO,1985,Dolores County,99.93,226.54,326.46,119.75
CO,2015,Douglas County,28.84,23.29,52.13,3.35
CO,2010,Douglas County,26.82,24.74,51.56,119.75
CO,2005,Douglas County,19.94,23.43,43.37,119.75
CO,2000,Douglas County,15.72,27.62,43.34,119.75
CO,1995,Douglas County,12.54,16.17,28.71,119.75
CO,1990,Douglas County,99.93,226.54,326.46,119.75
CO,1985,Douglas County,99.93,226.54,326.46,119.75
CO,2015,Eagle County,5.44,139.19,144.63,17.97
CO,2010,Eagle County,4.96,132.93,137.89,119.75
CO,2005,Eagle County,4.36,152.47,156.83,119.75
CO,2000,Eagle County,2.41,138.18,140.59,119.75
CO,1995,Eagle County,5.12,132.48,137.6,119.75
CO,1990,Eagle County,99.93,226.54,326.46,119.75
CO,1985,Eagle County,99.93,226.54,326.46,119.75
CO,2015,Elbert County,6.84,11.71,18.55,3.96
CO,2010,Elbert County,5.28,8.53,13.81,119.75
CO,2005,Elbert County,4.41,32.22,36.63,119.75
CO,2000,Elbert County,11.26,7.13,18.39,119.75
CO,1995,Elbert County,25.48,8.32,33.8,119.75
CO,1990,Elbert County,99.93,226.54,326.46,119.75
CO,1985,Elbert County,99.93,226.54,326.46,119.75
CO,2015,El Paso County,24.38,79.77,104.15,12.47
CO,2010,El Paso County,23.86,92.25,116.11,119.75
CO,2005,El Paso County,27.26,129.82,157.08,119.75
CO,2000,El Paso County,16.88,121.61,138.49,119.75
CO,1995,El Paso County,23.22,111.48,134.7,119.75
CO,1990,El Paso County,99.93,226.54,326.46,119.75
CO,1985,El Paso County,99.93,226.54,326.46,119.75
CO,2015,Fremont County,1.41,102.49,103.9,9.33
CO,2010,Fremont County,1.44,144.77,146.21,119.75
CO,2005,Fremont County,0.82,150.03,150.85,119.75
CO,2000,Fremont County,0.88,159.54,160.42,119.75
CO,1995,Fremont County,3.67,155.19,158.86,119.75
CO,1990,Fremont County,99.93,226.54,326.46,119.75
CO,1985,Fremont County,99.93,226.54,326.46,119.75
CO,2015,Garfield County,4.71,262.27,266.98,60.16
CO,2010,Garfield County,4.19,257.28,261.47,119.75
CO,2005,Garfield County,2.86,349.26,352.12,119.75
CO,2000,Garfield County,4.73,416.07,420.8,119.75
CO,1995,Garfield County,9.5,553.1,562.6,119.75
CO,1990,Garfield County,99.93,226.54,326.46,119.75
CO,1985,Garfield County,99.93,226.54,326.46,119.75
CO,2015,Gilpin County,0.23,0.67,0.9,0
CO,2010,Gilpin County,0.71,2.65,3.36,119.75
CO,2005,Gilpin County,0.18,0.44,0.62,119.75
CO,2000,Gilpin County,0.52,0.11,0.63,119.75
CO,1995,Gilpin County,0.23,0.29,0.52,119.75
CO,1990,Gilpin County,99.93,226.54,326.46,119.75
CO,1985,Gilpin County,99.93,226.54,326.46,119.75
CO,2015,Grand County,1.26,223.56,224.82,37.13
CO,2010,Grand County,1.31,185.22,186.53,119.75
CO,2005,Grand County,1.54,229.13,230.67,119.75
CO,2000,Grand County,1.06,109.33,110.39,119.75
CO,1995,Grand County,1.15,203.08,204.23,119.75
CO,1990,Grand County,99.93,226.54,326.46,119.75
CO,1985,Grand County,99.93,226.54,326.46,119.75
CO,2015,Gunnison County,4.35,527.7,532.05,58.37
CO,2010,Gunnison County,4.15,558.59,562.74,119.75
CO,2005,Gunnison County,2.69,557.05,559.74,119.75
CO,2000,Gunnison County,3.34,238.6,241.94,119.75
CO,1995,Gunnison County,4.93,281.42,286.35,119.75
CO,1990,Gunnison County,99.93,226.54,326.46,119.75
CO,1985,Gunnison County,99.93,226.54,326.46,119.75
CO,2015,Hinsdale County,0.58,28.76,29.34,11.94
CO,2010,Hinsdale County,1.28,29.13,30.41,119.75
CO,2005,Hinsdale County,0.63,69.72,70.35,119.75
CO,2000,Hinsdale County,0.12,9.59,9.71,119.75
CO,1995,Hinsdale County,0.08,13.11,13.19,119.75
CO,1990,Hinsdale County,99.93,226.54,326.46,119.75
CO,1985,Hinsdale County,99.93,226.54,326.46,119.75
CO,2015,Huerfano County,0.33,41.3,41.63,9.03
CO,2010,Huerfano County,0.31,37.95,38.26,119.75
CO,2005,Huerfano County,0.21,36.29,36.5,119.75
CO,2000,Huerfano County,1.88,66.28,68.16,119.75
CO,1995,Huerfano County,0.29,91.01,91.3,119.75
CO,1990,Huerfano County,99.93,226.54,326.46,119.75
CO,1985,Huerfano County,99.93,226.54,326.46,119.75
CO,2015,Jackson County,0.36,342.85,343.21,63.93
CO,2010,Jackson County,0.54,347.32,347.86,119.75
CO,2005,Jackson County,2.52,426,428.52,119.75
CO,2000,Jackson County,0.08,322.74,322.82,119.75
CO,1995,Jackson County,0.66,400.43,401.09,119.75
CO,1990,Jackson County,99.93,226.54,326.46,119.75
CO,1985,Jackson County,99.93,226.54,326.46,119.75
CO,2015,Jefferson County,4.67,85.18,89.85,2.91
CO,2010,Jefferson County,6.62,71.68,78.3,119.75
CO,2005,Jefferson County,7.21,79.64,86.85,119.75
CO,2000,Jefferson County,16.77,127.37,144.14,119.75
CO,1995,Jefferson County,9.94,86.74,96.68,119.75
CO,1990,Jefferson County,99.93,226.54,326.46,119.75
CO,1985,Jefferson County,99.93,226.54,326.46,119.75
CO,2015,Kiowa County,2.18,0.03,2.21,1.63
CO,2010,Kiowa County,5.49,0.07,5.56,119.75
CO,2005,Kiowa County,7.04,1.57,8.61,119.75
CO,2000,Kiowa County,26.61,2.14,28.75,119.75
CO,1995,Kiowa County,14.68,0.1,14.78,119.75
CO,1990,Kiowa County,99.93,226.54,326.46,119.75
CO,1985,Kiowa County,99.93,226.54,326.46,119.75
CO,2015,Kit Carson County,114.1,0.32,114.42,92.94
CO,2010,Kit Carson County,130.13,0.37,130.5,119.75
CO,2005,Kit Carson County,284.05,0.7,284.75,119.75
CO,2000,Kit Carson County,186.44,0,186.44,119.75
CO,1995,Kit Carson County,166.09,0.35,166.44,119.75
CO,1990,Kit Carson County,99.93,226.54,326.46,119.75
CO,1985,Kit Carson County,99.93,226.54,326.46,119.75
CO,2015,Lake County,5.66,17.06,22.72,1.58
CO,2010,Lake County,2.01,12.65,14.66,119.75
CO,2005,Lake County,0.91,13.76,14.67,119.75
CO,2000,Lake County,0.64,40.38,41.02,119.75
CO,1995,Lake County,2.45,23.76,26.21,119.75
CO,1990,Lake County,99.93,226.54,326.46,119.75
CO,1985,Lake County,99.93,226.54,326.46,119.75
CO,2015,La Plata County,2.39,329.78,332.17,72.69
CO,2010,La Plata County,2.77,333.87,336.64,119.75
CO,2005,La Plata County,2.78,380.71,383.49,119.75
CO,2000,La Plata County,3.97,216.64,220.61,119.75
CO,1995,La Plata County,3.9,374.54,378.44,119.75
CO,1990,La Plata County,99.93,226.54,326.46,119.75
CO,1985,La Plata County,99.93,226.54,326.46,119.75
CO,2015,Larimer County,1.97,160.26,162.23,48.52
CO,2010,Larimer County,4.12,408.73,412.85,119.75
CO,2005,Larimer County,64.02,440.33,504.35,119.75
CO,2000,Larimer County,27.03,245.01,272.04,119.75
CO,1995,Larimer County,46.71,223.8,270.51,119.75
CO,1990,Larimer County,99.93,226.54,326.46,119.75
CO,1985,Larimer County,99.93,226.54,326.46,119.75
CO,2015,Las Animas County,9.07,24.81,33.88,18.68
CO,2010,Las Animas County,3.66,70.07,73.73,119.75
CO,2005,Las Animas County,2.77,64.9,67.67,119.75
CO,2000,Las Animas County,2.89,118.84,121.73,119.75
CO,1995,Las Animas County,2.52,118.35,120.87,119.75
CO,1990,Las Animas County,99.93,226.54,326.46,119.75
CO,1985,Las Animas County,99.93,226.54,326.46,119.75
CO,2015,Lincoln County,4.87,1.2,6.07,1.56
CO,2010,Lincoln County,3.49,1,4.49,119.75
CO,2005,Lincoln County,4.73,1.68,6.41,119.75
CO,2000,Lincoln County,20.04,0.18,20.22,119.75
CO,1995,Lincoln County,17.43,0.2,17.63,119.75
CO,1990,Lincoln County,99.93,226.54,326.46,119.75
CO,1985,Lincoln County,99.93,226.54,326.46,119.75
CO,2015,Logan County,65.69,85.12,150.81,116.99
CO,2010,Logan County,58.88,105.52,164.4,119.75
CO,2005,Logan County,8.04,282.38,290.42,119.75
CO,2000,Logan County,55.94,253.37,309.31,119.75
CO,1995,Logan County,99.03,236.58,335.61,119.75
CO,1990,Logan County,99.93,226.54,326.46,119.75
CO,1985,Logan County,99.93,226.54,326.46,119.75
CO,2015,Mesa County,0.96,849.66,850.62,107.58
CO,2010,Mesa County,1.26,753.47,754.73,119.75
CO,2005,Mesa County,1.06,925.24,926.3,119.75
CO,2000,Mesa County,7.6,1194.37,1201.97,119.75
CO,1995,Mesa County,6.95,965.99,972.94,119.75
CO,1990,Mesa County,99.93,226.54,326.46,119.75
CO,1985,Mesa County,99.93,226.54,326.46,119.75
CO,2015,Mineral County,0.43,6.86,7.29,3.21
CO,2010,Mineral County,0.71,17.77,18.48,119.75
CO,2005,Mineral County,1.07,20.72,21.79,119.75
CO,2000,Mineral County,0.11,0,0.11,119.75
CO,1995,Mineral County,0.05,2.01,2.06,119.75
CO,1990,Mineral County,99.93,226.54,326.46,119.75
CO,1985,Mineral County,99.93,226.54,326.46,119.75
CO,2015,Moffat County,1.23,137.31,138.54,29.35
CO,2010,Moffat County,2.38,167.74,170.12,119.75
CO,2005,Moffat County,10.73,154.63,165.36,119.75
CO,2000,Moffat County,1.32,207.42,208.74,119.75
CO,1995,Moffat County,2.37,205.07,207.44,119.75
CO,1990,Moffat County,99.93,226.54,326.46,119.75
CO,1985,Moffat County,99.93,226.54,326.46,119.75
CO,2015,Montezuma County,0.58,191.41,191.99,75.77
CO,2010,Montezuma County,0.74,254.34,255.08,119.75
CO,2005,Montezuma County,0.27,249.38,249.65,119.75
CO,2000,Montezuma County,1.15,427.6,428.75,119.75
CO,1995,Montezuma County,1.72,312.26,313.98,119.75
CO,1990,Montezuma County,99.93,226.54,326.46,119.75
CO,1985,Montezuma County,99.93,226.54,326.46,119.75
CO,2015,Montrose County,0.76,692.87,693.63,106.19
CO,2010,Montrose County,1.37,701.49,702.86,119.75
CO,2005,Montrose County,1.53,704.28,705.81,119.75
CO,2000,Montrose County,5.83,591.91,597.74,119.75
CO,1995,Montrose County,5.12,639.03,644.15,119.75
CO,1990,Montrose County,99.93,226.54,326.46,119.75
CO,1985,Montrose County,99.93,226.54,326.46,119.75
CO,2015,Morgan County,18.66,123.67,142.33,96.35
CO,2010,Morgan County,27.42,158.61,186.03,119.75
CO,2005,Morgan County,113.32,180.17,293.49,119.75
CO,2000,Morgan County,111.8,176.41,288.21,119.75
CO,1995,Morgan County,186.79,149.06,335.85,119.75
CO,1990,Morgan County,99.93,226.54,326.46,119.75
CO,1985,Morgan County,99.93,226.54,326.46,119.75
CO,2015,Otero County,15.46,338.6,354.06,78.85
CO,2010,Otero County,23.96,412.83,436.79,119.75
CO,2005,Otero County,22.1,371.37,393.47,119.75
CO,2000,Otero County,10.17,271.74,281.91,119.75
CO,1995,Otero County,20.1,404.53,424.63,119.75
CO,1990,Otero County,99.93,226.54,326.46,119.75
CO,1985,Otero County,99.93,226.54,326.46,119.75
CO,2015,Ouray County,0.53,96.38,96.91,13.97
CO,2010,Ouray County,1.43,109.56,110.99,119.75
CO,2005,Ouray County,0.68,103.19,103.87,119.75
CO,2000,Ouray County,0.36,81.74,82.1,119.75
CO,1995,Ouray County,0.1,57.91,58.01,119.75
CO,1990,Ouray County,99.93,226.54,326.46,119.75
CO,1985,Ouray County,99.93,226.54,326.46,119.75
CO,2015,Park County,2.17,37.3,39.47,0.22
CO,2010,Park County,2.11,22.29,24.4,119.75
CO,2005,Park County,1.9,20.06,21.96,119.75
CO,2000,Park County,1.72,26.41,28.13,119.75
CO,1995,Park County,0.85,7.8,8.65,119.75
CO,1990,Park County,99.93,226.54,326.46,119.75
CO,1985,Park County,99.93,226.54,326.46,119.75
CO,2015,Phillips County,74.96,0.1,75.06,53.39
CO,2010,Phillips County,58.83,0.1,58.93,119.75
CO,2005,Phillips County,104.33,0.16,104.49,119.75
CO,2000,Phillips County,128.11,1.72,129.83,119.75
CO,1995,Phillips County,85.43,0.78,86.21,119.75
CO,1990,Phillips County,99.93,226.54,326.46,119.75
CO,1985,Phillips County,99.93,226.54,326.46,119.75
CO,2015,Pitkin County,1.25,125.08,126.33,11.71
CO,2010,Pitkin County,1.31,122.05,123.36,119.75
CO,2005,Pitkin County,0.54,130.35,130.89,119.75
CO,2000,Pitkin County,0.48,42.71,43.19,119.75
CO,1995,Pitkin County,0.89,45.74,46.63,119.75
CO,1990,Pitkin County,99.93,226.54,326.46,119.75
CO,1985,Pitkin County,99.93,226.54,326.46,119.75
CO,2015,Prowers County,34.87,78.79,113.66,104
CO,2010,Prowers County,46.77,105.49,152.26,119.75
CO,2005,Prowers County,30.15,457.86,488.01,119.75
CO,2000,Prowers County,96.58,332.48,429.06,119.75
CO,1995,Prowers County,155.97,539.28,695.25,119.75
CO,1990,Prowers County,99.93,226.54,326.46,119.75
CO,1985,Prowers County,99.93,226.54,326.46,119.75
CO,2015,Pueblo County,9.58,334.21,343.79,41.75
CO,2010,Pueblo County,16.06,272.81,288.87,119.75
CO,2005,Pueblo County,10.06,291.24,301.3,119.75
CO,2000,Pueblo County,10.61,235.71,246.32,119.75
CO,1995,Pueblo County,21.26,224.83,246.09,119.75
CO,1990,Pueblo County,99.93,226.54,326.46,119.75
CO,1985,Pueblo County,99.93,226.54,326.46,119.75
CO,2015,Rio Blanco County,12.74,136.41,149.15,35.47
CO,2010,Rio Blanco County,14.12,253.04,267.16,119.75
CO,2005,Rio Blanco County,14.24,227.1,241.34,119.75
CO,2000,Rio Blanco County,1.78,214.8,216.58,119.75
CO,1995,Rio Blanco County,13.38,121.18,134.56,119.75
CO,1990,Rio Blanco County,99.93,226.54,326.46,119.75
CO,1985,Rio Blanco County,99.93,226.54,326.46,119.75
CO,2015,Rio Grande County,105.72,455.46,561.18,72.16
CO,2010,Rio Grande County,141.12,438.08,579.2,119.75
CO,2005,Rio Grande County,198.95,530.9,729.85,119.75
CO,2000,Rio Grande County,171.59,113.74,285.33,119.75
CO,1995,Rio Grande County,107.22,298.17,405.39,119.75
CO,1990,Rio Grande County,99.93,226.54,326.46,119.75
CO,1985,Rio Grande County,99.93,226.54,326.46,119.75
CO,2015,Routt County,0.77,182.24,183.01,52.2
