state,year,county,mi_wgwto,mi_wtotl
AZ,2015,Apache County,0,0
AZ,2015,Cochise County,0.02,0.02
AZ,2015,Coconino County,0.02,0.02
AZ,2015,Gila County,13,13
AZ,2015,Graham County,2.16,2.16
AZ,2015,Greenlee County,5.22,5.22
AZ,2015,La Paz County,0,0
AZ,2015,Maricopa County,3.5,3.5
AZ,2015,Mohave County,0.22,0.22
AZ,2015,Navajo County,1.42,1.42
AZ,2015,Pima County,25.58,25.58
AZ,2015,Pinal County,2.08,2.08
AZ,2015,Santa Cruz County,0.25,0.25
AZ,2015,Yavapai County,14.79,14.79
AZ,2015,Yuma County,0.08,0.08
AZ,2010,Apache County,0,0
AZ,2010,Cochise County,0.03,0.03
AZ,2010,Coconino County,0.01,0.01
AZ,2010,Gila County,19.88,19.88
AZ,2010,Graham County,2.23,2.23
AZ,2010,Greenlee County,3.38,3.38
AZ,2010,La Paz County,0,0
AZ,2010,Maricopa County,7.91,7.91
AZ,2010,Mohave County,0.01,0.01
AZ,2010,Navajo County,1.05,1.05
AZ,2010,Pima County,31.92,31.92
AZ,2010,Pinal County,1.36,1.36
AZ,2010,Santa Cruz County,0.14,0.14
AZ,2010,Yavapai County,18.58,18.58
AZ,2010,Yuma County,0.11,0.11
AZ,2005,Apache County,0.02,0.02
AZ,2005,Cochise County,0.18,0.18
AZ,2005,Coconino County,0.08,0.08
AZ,2005,Gila County,18.42,18.47
AZ,2005,Graham County,0.17,0.17
AZ,2005,Greenlee County,7.25,15.89
AZ,2005,La Paz County,0.27,0.27
AZ,2005,Maricopa County,6.89,7.01
AZ,2005,Mohave County,0.2,0.2
AZ,2005,Navajo County,4.26,4.26
AZ,2005,Pima County,34.66,34.66
AZ,2005,Pinal County,3.7,3.94
AZ,2005,Santa Cruz County,0.11,0.11
AZ,2005,Yavapai County,17.25,17.25
AZ,2005,Yuma County,0.7,0.7
AZ,2000,Apache County,0.01,0.01
AZ,2000,Cochise County,0.26,0.26
AZ,2000,Coconino County,0.01,0.01
AZ,2000,Gila County,1.91,2.12
AZ,2000,Graham County,0.17,0.17
AZ,2000,Greenlee County,14.76,18.92
AZ,2000,La Paz County,0,0
AZ,2000,Maricopa County,8.76,8.81
AZ,2000,Mohave County,0.43,0.43
AZ,2000,Navajo County,4.35,4.35
AZ,2000,Pima County,35.95,35.95
AZ,2000,Pinal County,2.93,2.94
AZ,2000,Santa Cruz County,0.02,0.02
AZ,2000,Yavapai County,19.72,19.72
AZ,2000,Yuma County,0.14,0.14
AZ,1995,Apache County,0,0
AZ,1995,Cochise County,0.27,0.27
AZ,1995,Coconino County,0,0
AZ,1995,Gila County,8.15,22.32
AZ,1995,Graham County,0,0
AZ,1995,Greenlee County,12.28,23.78
AZ,1995,La Paz County,0,0
AZ,1995,Maricopa County,4.47,4.47
AZ,1995,Mohave County,19.75,19.75
AZ,1995,Navajo County,4.37,4.4
AZ,1995,Pima County,35.39,36.5
AZ,1995,Pinal County,21.87,22.04
AZ,1995,Santa Cruz County,0.12,0.37
AZ,1995,Yavapai County,24.39,24.4
AZ,1995,Yuma County,0,0
AZ,1990,Apache County,3.49,4.6
AZ,1990,Cochise County,3.49,4.6
AZ,1990,Coconino County,3.49,4.6
AZ,1990,Gila County,3.49,4.6
AZ,1990,Graham County,3.49,4.6
AZ,1990,Greenlee County,3.49,4.6
AZ,1990,La Paz County,3.49,4.6
AZ,1990,Maricopa County,3.49,4.6
AZ,1990,Mohave County,3.49,4.6
AZ,1990,Navajo County,3.49,4.6
AZ,1990,Pima County,3.49,4.6
AZ,1990,Pinal County,3.49,4.6
AZ,1990,Santa Cruz County,3.49,4.6
AZ,1990,Yavapai County,3.49,4.6
AZ,1990,Yuma County,3.49,4.6
AZ,1985,Apache County,3.49,4.6
AZ,1985,Cochise County,3.49,4.6
AZ,1985,Coconino County,3.49,4.6
AZ,1985,Gila County,3.49,4.6
AZ,1985,Graham County,3.49,4.6
AZ,1985,Greenlee County,3.49,4.6
AZ,1985,La Paz County,3.49,4.6
AZ,1985,Maricopa County,3.49,4.6
AZ,1985,Mohave County,3.49,4.6
AZ,1985,Navajo County,3.49,4.6
AZ,1985,Pima County,3.49,4.6
AZ,1985,Pinal County,3.49,4.6
AZ,1985,Santa Cruz County,3.49,4.6
AZ,1985,Yavapai County,3.49,4.6
AZ,1985,Yuma County,3.49,4.6
CA,2015,Alameda County,4.3,4.3
CA,2010,Alameda County,2.68,2.68
CA,2005,Alameda County,4.68,4.68
CA,2000,Alameda County,0.09,0.09
CA,1995,Alameda County,0.1,0.1
CA,1990,Alameda County,3.49,4.6
CA,1985,Alameda County,3.49,4.6
CA,2015,Alpine County,0.02,0.02
CA,2010,Alpine County,0.01,0.01
CA,2005,Alpine County,0,0
CA,2000,Alpine County,0,0
CA,1995,Alpine County,0,0
CA,1990,Alpine County,3.49,4.6
CA,1985,Alpine County,3.49,4.6
CA,2015,Amador County,0.49,1.95
CA,2010,Amador County,0.14,0.56
CA,2005,Amador County,0.1,0.4
CA,2000,Amador County,0,0
CA,1995,Amador County,0.01,0.04
CA,1990,Amador County,3.49,4.6
CA,1985,Amador County,3.49,4.6
CA,2015,Butte County,1.46,1.46
CA,2010,Butte County,0.24,0.24
CA,2005,Butte County,0.38,0.38
CA,2000,Butte County,0,0
CA,1995,Butte County,0,0
CA,1990,Butte County,3.49,4.6
CA,1985,Butte County,3.49,4.6
CA,2015,Calaveras County,0,0.02
CA,2010,Calaveras County,0,0.04
CA,2005,Calaveras County,0.01,0.12
CA,2000,Calaveras County,0,0
CA,1995,Calaveras County,0,0
CA,1990,Calaveras County,3.49,4.6
CA,1985,Calaveras County,3.49,4.6
CA,2015,Colusa County,0,0
CA,2010,Colusa County,0,0
CA,2005,Colusa County,0.03,0.03
CA,2000,Colusa County,0,0
CA,1995,Colusa County,0,0
CA,1990,Colusa County,3.49,4.6
CA,1985,Colusa County,3.49,4.6
CA,2015,Contra Costa County,0.81,0.81
CA,2010,Contra Costa County,0.5,0.5
CA,2005,Contra Costa County,2.64,2.64
CA,2000,Contra Costa County,0,0
CA,1995,Contra Costa County,0,0
CA,1990,Contra Costa County,3.49,4.6
CA,1985,Contra Costa County,3.49,4.6
CA,2015,Del Norte County,0,0
CA,2010,Del Norte County,0.02,0.02
CA,2005,Del Norte County,0.1,0.11
CA,2000,Del Norte County,0,0
CA,1995,Del Norte County,0,0
CA,1990,Del Norte County,3.49,4.6
CA,1985,Del Norte County,3.49,4.6
CA,2015,El Dorado County,0.02,0.02
CA,2010,El Dorado County,0.05,0.06
CA,2005,El Dorado County,0.18,0.21
CA,2000,El Dorado County,0,0
CA,1995,El Dorado County,0,0
CA,1990,El Dorado County,3.49,4.6
CA,1985,El Dorado County,3.49,4.6
CA,2015,Fresno County,7.82,7.88
CA,2010,Fresno County,7.06,7.27
CA,2005,Fresno County,8.4,9.34
CA,2000,Fresno County,3.61,5.29
CA,1995,Fresno County,9.33,11.01
CA,1990,Fresno County,3.49,4.6
CA,1985,Fresno County,3.49,4.6
CA,2015,Glenn County,0.28,0.28
CA,2010,Glenn County,0.26,0.26
CA,2005,Glenn County,0.44,0.44
CA,2000,Glenn County,0.02,0.02
CA,1995,Glenn County,0,0
CA,1990,Glenn County,3.49,4.6
CA,1985,Glenn County,3.49,4.6
CA,2015,Humboldt County,0.32,0.36
CA,2010,Humboldt County,0.24,0.27
CA,2005,Humboldt County,0.29,0.33
CA,2000,Humboldt County,0,0
CA,1995,Humboldt County,0,0
CA,1990,Humboldt County,3.49,4.6
CA,1985,Humboldt County,3.49,4.6
CA,2015,Imperial County,9.31,9.31
CA,2010,Imperial County,6.18,6.18
CA,2005,Imperial County,1.43,1.43
CA,2000,Imperial County,1,1
CA,1995,Imperial County,1.14,1.14
CA,1990,Imperial County,3.49,4.6
CA,1985,Imperial County,3.49,4.6
CA,2015,Inyo County,0,0.83
CA,2010,Inyo County,0,1.29
CA,2005,Inyo County,0,0.49
CA,2000,Inyo County,0,0
CA,1995,Inyo County,0,59.19
CA,1990,Inyo County,3.49,4.6
CA,1985,Inyo County,3.49,4.6
CA,2015,Kern County,108.51,108.51
CA,2010,Kern County,92.66,92.66
CA,2005,Kern County,93.94,93.94
CA,2000,Kern County,78.97,78.97
CA,1995,Kern County,52.57,52.57
CA,1990,Kern County,3.49,4.6
CA,1985,Kern County,3.49,4.6
CA,2015,Kings County,0,0
CA,2010,Kings County,0.02,0.02
CA,2005,Kings County,0.02,0.02
CA,2000,Kings County,0.03,0.03
CA,1995,Kings County,0.01,0.01
CA,1990,Kings County,3.49,4.6
CA,1985,Kings County,3.49,4.6
CA,2015,Lake County,0.19,0.22
CA,2010,Lake County,0.11,0.13
CA,2005,Lake County,0.11,0.13
CA,2000,Lake County,0,0
CA,1995,Lake County,0,0
CA,1990,Lake County,3.49,4.6
CA,1985,Lake County,3.49,4.6
CA,2015,Lassen County,0.3,0.34
CA,2010,Lassen County,0.07,0.08
CA,2005,Lassen County,0.07,0.08
CA,2000,Lassen County,0,0
CA,1995,Lassen County,0,0
CA,1990,Lassen County,3.49,4.6
CA,1985,Lassen County,3.49,4.6
CA,2015,Los Angeles County,107.38,107.38
CA,2010,Los Angeles County,94.42,94.42
CA,2005,Los Angeles County,87.06,87.06
CA,2000,Los Angeles County,54.71,54.71
CA,1995,Los Angeles County,43.67,43.67
CA,1990,Los Angeles County,3.49,4.6
CA,1985,Los Angeles County,3.49,4.6
CA,2015,Madera County,0.01,0.01
CA,2010,Madera County,0,0
CA,2005,Madera County,0,0
CA,2000,Madera County,0,0
CA,1995,Madera County,0,0
CA,1990,Madera County,3.49,4.6
CA,1985,Madera County,3.49,4.6
CA,2015,Marin County,0.02,0.03
CA,2010,Marin County,0.08,0.1
CA,2005,Marin County,0.1,0.12
CA,2000,Marin County,0,0
CA,1995,Marin County,0,0
CA,1990,Marin County,3.49,4.6
CA,1985,Marin County,3.49,4.6
CA,2015,Mariposa County,0.04,0.05
CA,2010,Mariposa County,0,0
CA,2005,Mariposa County,0,0
CA,2000,Mariposa County,0,0
CA,1995,Mariposa County,0,0
CA,1990,Mariposa County,3.49,4.6
CA,1985,Mariposa County,3.49,4.6
CA,2015,Mendocino County,0.14,0.17
CA,2010,Mendocino County,0.11,0.13
CA,2005,Mendocino County,0.18,0.21
CA,2000,Mendocino County,0,0
CA,1995,Mendocino County,0,0
CA,1990,Mendocino County,3.49,4.6
CA,1985,Mendocino County,3.49,4.6
CA,2015,Merced County,0.64,0.74
CA,2010,Merced County,0.59,0.68
CA,2005,Merced County,1.13,1.3
CA,2000,Merced County,0,0
CA,1995,Merced County,0,0
CA,1990,Merced County,3.49,4.6
CA,1985,Merced County,3.49,4.6
CA,2015,Modoc County,0.06,0.08
CA,2010,Modoc County,0.03,0.04
CA,2005,Modoc County,0.03,0.04
CA,2000,Modoc County,0,0
CA,1995,Modoc County,0,0
CA,1990,Modoc County,3.49,4.6
CA,1985,Modoc County,3.49,4.6
CA,2015,Mono County,0.02,0.02
CA,2010,Mono County,0.07,0.08
CA,2005,Mono County,0.1,0.11
CA,2000,Mono County,0,0
CA,1995,Mono County,0,0
CA,1990,Mono County,3.49,4.6
CA,1985,Mono County,3.49,4.6
CA,2015,Monterey County,6.61,6.61
CA,2010,Monterey County,4.99,4.99
CA,2005,Monterey County,3.47,3.47
CA,2000,Monterey County,0.21,0.21
CA,1995,Monterey County,2.28,2.28
CA,1990,Monterey County,3.49,4.6
CA,1985,Monterey County,3.49,4.6
CA,2015,Napa County,0,0
CA,2010,Napa County,0,0.24
CA,2005,Napa County,0,0.11
CA,2000,Napa County,0,0.56
CA,1995,Napa County,1.2,1.84
CA,1990,Napa County,3.49,4.6
CA,1985,Napa County,3.49,4.6
CA,2015,Nevada County,0.33,0.38
CA,2010,Nevada County,0.31,0.36
CA,2005,Nevada County,0.51,0.59
CA,2000,Nevada County,0,0
CA,1995,Nevada County,0,0
CA,1990,Nevada County,3.49,4.6
CA,1985,Nevada County,3.49,4.6
CA,2015,Orange County,11.86,11.86
CA,2010,Orange County,8.48,8.48
CA,2005,Orange County,10.64,10.64
CA,2000,Orange County,5.81,5.81
CA,1995,Orange County,5.44,5.44
CA,1990,Orange County,3.49,4.6
CA,1985,Orange County,3.49,4.6
CA,2015,Placer County,0.26,0.3
CA,2010,Placer County,0.07,0.08
CA,2005,Placer County,0.69,0.79
CA,2000,Placer County,0,0
CA,1995,Placer County,0,0
CA,1990,Placer County,3.49,4.6
CA,1985,Placer County,3.49,4.6
CA,2015,Plumas County,0.27,0.29
CA,2010,Plumas County,0.12,0.13
CA,2005,Plumas County,0.1,0.11
CA,2000,Plumas County,0,0
CA,1995,Plumas County,0,0
CA,1990,Plumas County,3.49,4.6
CA,1985,Plumas County,3.49,4.6
CA,2015,Riverside County,0,11.44
CA,2010,Riverside County,0,7.35
CA,2005,Riverside County,0,12.6
CA,2000,Riverside County,0,0.27
CA,1995,Riverside County,1.22,1.22
CA,1990,Riverside County,3.49,4.6
CA,1985,Riverside County,3.49,4.6
CA,2015,Sacramento County,2.18,2.18
CA,2010,Sacramento County,2.3,2.3
CA,2005,Sacramento County,5.35,5.35
CA,2000,Sacramento County,0,0
CA,1995,Sacramento County,0.99,0.99
CA,1990,Sacramento County,3.49,4.6
CA,1985,Sacramento County,3.49,4.6
CA,2015,San Benito County,0.04,0.28
CA,2010,San Benito County,0.09,0.59
CA,2005,San Benito County,0.16,1.02
CA,2000,San Benito County,0.02,0.13
CA,1995,San Benito County,0.24,0.35
CA,1990,San Benito County,3.49,4.6
CA,1985,San Benito County,3.49,4.6
CA,2015,San Bernardino County,9.98,9.98
CA,2010,San Bernardino County,8.63,8.63
CA,2005,San Bernardino County,23.67,23.67
CA,2000,San Bernardino County,13.1,13.1
CA,1995,San Bernardino County,35.77,35.77
CA,1990,San Bernardino County,3.49,4.6
CA,1985,San Bernardino County,3.49,4.6
CA,2015,San Diego County,2.57,2.97
CA,2010,San Diego County,1.49,1.72
CA,2005,San Diego County,3.74,4.32
CA,2000,San Diego County,0,0
CA,1995,San Diego County,0,0
CA,1990,San Diego County,3.49,4.6
CA,1985,San Diego County,3.49,4.6
CA,2015,San Francisco County,0.07,0.08
CA,2010,San Francisco County,0.05,0.06
CA,2005,San Francisco County,0.23,0.26
CA,2000,San Francisco County,0,0
CA,1995,San Francisco County,0,0
CA,1990,San Francisco County,3.49,4.6
CA,1985,San Francisco County,3.49,4.6
CA,2015,San Joaquin County,1.85,1.85
CA,2010,San Joaquin County,1.3,1.3
CA,2005,San Joaquin County,5.86,5.86
CA,2000,San Joaquin County,0.01,0.01
CA,1995,San Joaquin County,2.88,2.88
CA,1990,San Joaquin County,3.49,4.6
CA,1985,San Joaquin County,3.49,4.6
CA,2015,San Luis Obispo County,1,1
CA,2010,San Luis Obispo County,0.78,0.78
CA,2005,San Luis Obispo County,2.37,2.37
CA,2000,San Luis Obispo County,0.53,0.53
CA,1995,San Luis Obispo County,0.18,0.18
CA,1990,San Luis Obispo County,3.49,4.6
CA,1985,San Luis Obispo County,3.49,4.6
CA,2015,San Mateo County,0,0
CA,2010,San Mateo County,0.09,0.09
CA,2005,San Mateo County,0.15,0.15
CA,2000,San Mateo County,0,0
CA,1995,San Mateo County,0,0
CA,1990,San Mateo County,3.49,4.6
CA,1985,San Mateo County,3.49,4.6
CA,2015,Santa Barbara County,6.89,6.89
CA,2010,Santa Barbara County,5.76,5.77
CA,2005,Santa Barbara County,7.31,7.43
CA,2000,Santa Barbara County,9.03,9.39
CA,1995,Santa Barbara County,3.52,3.53
CA,1990,Santa Barbara County,3.49,4.6
CA,1985,Santa Barbara County,3.49,4.6
CA,2005,Santa Clara County,0.77,0.88
CA,1995,Santa Clara County,0,0
CA,2015,Santa Clara County,0,0
CA,2010,Santa Clara County,0.42,0.48
CA,2000,Santa Clara County,0,0
CA,1990,Santa Clara County,3.49,4.6
CA,1985,Santa Clara County,3.49,4.6
CA,2005,Santa Cruz County,0.87,1
CA,1995,Santa Cruz County,0,0
CA,2015,Santa Cruz County,0.43,0.5
CA,2010,Santa Cruz County,0.12,0.14
CA,2000,Santa Cruz County,0,0
CA,1990,Santa Cruz County,3.49,4.6
CA,1985,Santa Cruz County,3.49,4.6
CA,2005,Santa Cruz County,1.04,1.2
CA,1995,Santa Cruz County,0,0
CA,2015,Santa Cruz County,0.77,0.89
CA,2010,Santa Cruz County,0.59,0.68
CA,2000,Santa Cruz County,0,0
CA,1990,Santa Cruz County,3.49,4.6
CA,1985,Santa Cruz County,3.49,4.6
CA,2005,Sierra County,0,0
CA,1995,Sierra County,0,0
CA,2015,Sierra County,0,0
CA,2010,Sierra County,0,0
CA,2000,Sierra County,0,0
CA,1990,Sierra County,3.49,4.6
CA,1985,Sierra County,3.49,4.6
CA,2005,Siskiyou County,0.09,0.1
CA,1995,Siskiyou County,0,0
CA,2015,Siskiyou County,0.3,0.36
CA,2010,Siskiyou County,0.05,0.06
CA,2000,Siskiyou County,0,0
CA,1990,Siskiyou County,3.49,4.6
CA,1985,Siskiyou County,3.49,4.6
CA,2005,Solano County,0.67,0.67
CA,1995,Solano County,0,0
CA,2015,Solano County,0.1,0.1
CA,2010,Solano County,0.16,0.16
CA,2000,Solano County,0.02,0.02
CA,1990,Solano County,3.49,4.6
CA,1985,Solano County,3.49,4.6
CA,2005,Sonoma County,1.1,1.27
CA,1995,Sonoma County,0,0
CA,2015,Sonoma County,0.11,0.13
CA,2010,Sonoma County,0.3,0.35
CA,2000,Sonoma County,0,0
CA,1990,Sonoma County,3.49,4.6
CA,1985,Sonoma County,3.49,4.6
CA,2005,Stanislaus County,0.88,1.02
CA,1995,Stanislaus County,0,0
CA,2015,Stanislaus County,0.39,0.45
CA,2010,Stanislaus County,0.41,0.47
CA,2000,Stanislaus County,0,0
CA,1990,Stanislaus County,3.49,4.6
CA,1985,Stanislaus County,3.49,4.6
CA,2005,Sutter County,0.64,0.64
CA,1995,Sutter County,0,0
CA,2015,Sutter County,0.2,0.2
CA,2010,Sutter County,0.34,0.34
CA,2000,Sutter County,0.01,0.01
CA,1990,Sutter County,3.49,4.6
CA,1985,Sutter County,3.49,4.6
CA,2005,Tehama County,0.49,0.56
CA,1995,Tehama County,0,0
CA,2015,Tehama County,0.26,0.3
CA,2010,Tehama County,0.36,0.41
CA,2000,Tehama County,0,0
CA,1990,Tehama County,3.49,4.6
CA,1985,Tehama County,3.49,4.6
CA,2005,Trinity County,0.15,0.17
CA,1995,Trinity County,0,0
CA,2015,Trinity County,0.02,0.02
CA,2010,Trinity County,0.23,0.26
CA,2000,Trinity County,0,0
CA,1990,Trinity County,3.49,4.6
CA,1985,Trinity County,3.49,4.6
CA,2005,Tulare County,0.91,0.91
CA,1995,Tulare County,0.03,0.03
CA,2015,Tulare County,1.27,1.27
CA,2010,Tulare County,0.64,0.64
CA,2000,Tulare County,0,0
CA,1990,Tulare County,3.49,4.6
CA,1985,Tulare County,3.49,4.6
CA,2005,Tuolumne County,0.03,0.06
CA,1995,Tuolumne County,0,0
CA,2015,Tuolumne County,0,0
CA,2010,Tuolumne County,0.08,0.16
CA,2000,Tuolumne County,0,0
CA,1990,Tuolumne County,3.49,4.6
CA,1985,Tuolumne County,3.49,4.6
CA,2005,Ventura County,8.75,8.9
CA,1995,Ventura County,4.89,4.89
CA,2015,Ventura County,10.84,10.85
CA,2010,Ventura County,8.74,8.77
CA,2000,Ventura County,5.85,5.95
CA,1990,Ventura County,3.49,4.6
CA,1985,Ventura County,3.49,4.6
CA,2005,Yolo County,1.76,2.21
CA,1995,Yolo County,0,0
CA,2015,Yolo County,0.7,0.88
CA,2010,Yolo County,0.63,0.79
CA,2000,Yolo County,0.35,0.44
CA,1990,Yolo County,3.49,4.6
CA,1985,Yolo County,3.49,4.6
CA,2005,Yuba County,5.32,6.13
CA,1995,Yuba County,0,0
CA,2015,Yuba County,1,1.15
CA,2010,Yuba County,7.05,8.12
CA,2000,Yuba County,0,0
CA,1990,Yuba County,3.49,4.6
CA,1985,Yuba County,3.49,4.6
CO,2015,Adams County,0.11,0.21
CO,2010,Adams County,0.13,0.13
CO,2005,Adams County,0.17,0.17
CO,2000,Adams County,3.49,4.6
CO,1995,Adams County,2.68,2.78
CO,1990,Adams County,3.49,4.6
CO,1985,Adams County,3.49,4.6
CO,2015,Alamosa County,0.02,0.02
CO,2010,Alamosa County,0.02,0.02
CO,2005,Alamosa County,0.01,0.01
CO,2000,Alamosa County,3.49,4.6
CO,1995,Alamosa County,0.25,0.32
CO,1990,Alamosa County,3.49,4.6
CO,1985,Alamosa County,3.49,4.6
CO,2015,Arapahoe County,0.02,0.02
CO,2010,Arapahoe County,0.03,0.03
CO,2005,Arapahoe County,0.03,0.03
CO,2000,Arapahoe County,3.49,4.6
CO,1995,Arapahoe County,0.43,0.43
CO,1990,Arapahoe County,3.49,4.6
CO,1985,Arapahoe County,3.49,4.6
CO,2015,Archuleta County,0.07,0.07
CO,2010,Archuleta County,0.06,0.06
CO,2005,Archuleta County,0.1,0.1
CO,2000,Archuleta County,3.49,4.6
CO,1995,Archuleta County,0.1,0.1
CO,1990,Archuleta County,3.49,4.6
CO,1985,Archuleta County,3.49,4.6
CO,2015,Baca County,0.21,0.21
CO,2010,Baca County,0.3,0.3
CO,2005,Baca County,0.33,0.33
CO,2000,Baca County,3.49,4.6
CO,1995,Baca County,0,0
CO,1990,Baca County,3.49,4.6
CO,1985,Baca County,3.49,4.6
CO,2015,Bent County,0.07,0.07
CO,2010,Bent County,0.07,0.07
CO,2005,Bent County,0.06,0.06
CO,2000,Bent County,3.49,4.6
CO,1995,Bent County,0,0
CO,1990,Bent County,3.49,4.6
CO,1985,Bent County,3.49,4.6
CO,2015,Boulder County,0.08,0.09
CO,2010,Boulder County,0.04,0.04
CO,2005,Boulder County,0.05,0.05
CO,2000,Boulder County,3.49,4.6
CO,1995,Boulder County,1.52,1.73
CO,1990,Boulder County,3.49,4.6
CO,1985,Boulder County,3.49,4.6
CO,2015,Broomfield County,0,0
CO,2010,Broomfield County,0,0
CO,2005,Broomfield County,0,0
CO,2015,Chaffee County,0.12,0.12
CO,2010,Chaffee County,0.12,0.12
CO,2005,Chaffee County,0.05,0.05
CO,2000,Chaffee County,3.49,4.6
CO,1995,Chaffee County,0.06,0.07
CO,1990,Chaffee County,3.49,4.6
CO,1985,Chaffee County,3.49,4.6
CO,2015,Cheyenne County,0.39,0.39
CO,2010,Cheyenne County,0.38,0.38
CO,2005,Cheyenne County,0.36,0.36
CO,2000,Cheyenne County,3.49,4.6
CO,1995,Cheyenne County,0.04,0.04
CO,1990,Cheyenne County,3.49,4.6
CO,1985,Cheyenne County,3.49,4.6
CO,2015,Clear Creek County,0.05,0.07
CO,2010,Clear Creek County,0,0
CO,2005,Clear Creek County,0.01,0.01
CO,2000,Clear Creek County,3.49,4.6
CO,1995,Clear Creek County,0.17,5.87
CO,1990,Clear Creek County,3.49,4.6
CO,1985,Clear Creek County,3.49,4.6
CO,2015,Conejos County,0.05,0.05
CO,2010,Conejos County,0.02,0.04
CO,2005,Conejos County,0.03,0.03
CO,2000,Conejos County,3.49,4.6
CO,1995,Conejos County,0.3,0.3
CO,1990,Conejos County,3.49,4.6
CO,1985,Conejos County,3.49,4.6
CO,2015,Costilla County,0.05,0.05
CO,2010,Costilla County,0.03,0.03
CO,2005,Costilla County,0.03,0.03
CO,2000,Costilla County,3.49,4.6
CO,1995,Costilla County,0,0
CO,1990,Costilla County,3.49,4.6
CO,1985,Costilla County,3.49,4.6
CO,2015,Crowley County,0.03,0.03
CO,2010,Crowley County,0.02,0.02
CO,2005,Crowley County,0.02,0.02
CO,2000,Crowley County,3.49,4.6
CO,1995,Crowley County,0,0
CO,1990,Crowley County,3.49,4.6
CO,1985,Crowley County,3.49,4.6
CO,2015,Custer County,0.06,0.06
CO,2010,Custer County,0.02,0.02
CO,2005,Custer County,0.03,0.03
CO,2000,Custer County,3.49,4.6
CO,1995,Custer County,0,0
CO,1990,Custer County,3.49,4.6
CO,1985,Custer County,3.49,4.6
CO,2015,Delta County,0.14,0.63
CO,2010,Delta County,0.13,0.26
CO,2005,Delta County,0.39,0.62
CO,2000,Delta County,3.49,4.6
CO,1995,Delta County,0.22,0.22
CO,1990,Delta County,3.49,4.6
CO,1985,Delta County,3.49,4.6
CO,2015,Denver County,0,0
CO,2010,Denver County,0,0
CO,2005,Denver County,0,0
CO,2000,Denver County,3.49,4.6
CO,1995,Denver County,1.07,1.43
CO,1990,Denver County,3.49,4.6
CO,1985,Denver County,3.49,4.6
CO,2015,Dolores County,0.02,0.02
CO,2010,Dolores County,0.04,0.04
CO,2005,Dolores County,0.03,0.03
CO,2000,Dolores County,3.49,4.6
CO,1995,Dolores County,0.01,0.01
CO,1990,Dolores County,3.49,4.6
CO,1985,Dolores County,3.49,4.6
CO,2015,Douglas County,0.04,0.04
CO,2010,Douglas County,0,0
CO,2005,Douglas County,0.03,0.03
CO,2000,Douglas County,3.49,4.6
CO,1995,Douglas County,0.2,0.2
CO,1990,Douglas County,3.49,4.6
CO,1985,Douglas County,3.49,4.6
CO,2015,Eagle County,0.21,0.21
CO,2010,Eagle County,0.15,0.15
CO,2005,Eagle County,0.04,0.04
CO,2000,Eagle County,3.49,4.6
CO,1995,Eagle County,0.22,0.22
CO,1990,Eagle County,3.49,4.6
CO,1985,Eagle County,3.49,4.6
CO,2015,Elbert County,0.07,0.07
CO,2010,Elbert County,0.05,0.05
CO,2005,Elbert County,0.11,0.11
CO,2000,Elbert County,3.49,4.6
CO,1995,Elbert County,0.02,0.02
CO,1990,Elbert County,3.49,4.6
CO,1985,Elbert County,3.49,4.6
CO,2015,El Paso County,0.1,0.1
CO,2010,El Paso County,0.07,0.07
CO,2005,El Paso County,0.05,0.05
CO,2000,El Paso County,3.49,4.6
CO,1995,El Paso County,0.21,0.28
CO,1990,El Paso County,3.49,4.6
CO,1985,El Paso County,3.49,4.6
CO,2015,Fremont County,0.2,0.3
CO,2010,Fremont County,0.16,0.36
CO,2005,Fremont County,0.12,0.12
CO,2000,Fremont County,3.49,4.6
CO,1995,Fremont County,0.22,0.24
CO,1990,Fremont County,3.49,4.6
CO,1985,Fremont County,3.49,4.6
CO,2015,Garfield County,0.77,0.77
CO,2010,Garfield County,0.19,0.19
CO,2005,Garfield County,0.07,0.07
CO,2000,Garfield County,3.49,4.6
CO,1995,Garfield County,0.43,0.46
CO,1990,Garfield County,3.49,4.6
CO,1985,Garfield County,3.49,4.6
CO,2015,Gilpin County,0.02,0.02
CO,2010,Gilpin County,0,0
CO,2005,Gilpin County,0,0
CO,2000,Gilpin County,3.49,4.6
CO,1995,Gilpin County,0.01,0.01
CO,1990,Gilpin County,3.49,4.6
CO,1985,Gilpin County,3.49,4.6
CO,2015,Grand County,0.1,0.1
CO,2010,Grand County,0.07,0.07
CO,2005,Grand County,0.06,0.06
CO,2000,Grand County,3.49,4.6
CO,1995,Grand County,0.02,0.02
CO,1990,Grand County,3.49,4.6
CO,1985,Grand County,3.49,4.6
CO,2015,Gunnison County,0.13,0.38
CO,2010,Gunnison County,0.05,0.61
CO,2005,Gunnison County,0.29,0.29
CO,2000,Gunnison County,3.49,4.6
CO,1995,Gunnison County,0.95,1.14
CO,1990,Gunnison County,3.49,4.6
CO,1985,Gunnison County,3.49,4.6
CO,2015,Hinsdale County,0.01,0.01
CO,2010,Hinsdale County,0.01,0.01
CO,2005,Hinsdale County,0.01,0.01
CO,2000,Hinsdale County,3.49,4.6
CO,1995,Hinsdale County,0.01,0.01
CO,1990,Hinsdale County,3.49,4.6
CO,1985,Hinsdale County,3.49,4.6
